Crop,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Pigeonpea,Kharif,Theni,11629,812.1,336961,2239,0.66
Pigeonpea,Kharif,Karur,3175,991.4,483028,1708,0.69
Coffee,Whole Year,Kodaikanal,509,1065.8,683637,1247,1.06
Sorghum,Rabi,Namakkal,714,612.8,655185,1573,1.11
Banana,Whole Year,Kodaikanal,9182,1125.6,1256312,5955,16.62
Chickpea,Rabi,Sivakasi,16677,733.2,691591,3170,0.78
Mango,Whole Year,Palani,19033,726.2,2883509,7227,6.54
Turmeric,Kharif,Theni,10498,1438.8,2512603,5901,3.89
Coconut,Whole Year,Rajapalayam,47358,1223.4,3846140,12232,5.07
Chickpea,Rabi,Virudhunagar,1577,548.2,666528,283,0.75
Tapioca,Whole Year,Palani,29884,949.6,3200002,7606,27.06
Coconut,Whole Year,Virudhunagar,21030,1002.3,2689077,4433,5.88
Chickpea,Rabi,Kodaikanal,5076,764.3,227069,1389,0.54
Chilli,Rabi,Kodaikanal,159,1085.0,813294,545,1.55
Coconut,Whole Year,Virudhunagar,2993,902.9,897372,4253,4.05
Greengram,Kharif,Rajapalayam,14873,785.9,780356,3643,0.91
Turmeric,Kharif,Attur,5492,1085.1,1608883,3140,2.66
Sorghum,Kharif,Karur,20411,653.3,1852490,2625,0.73
Pomegranate,Whole Year,Namakkal,2181,782.0,584457,100,3.28
Mango,Whole Year,Kodaikanal,23972,885.6,2903575,5236,5.63
Turmeric,Kharif,Namakkal,1311,1126.0,1369464,2228,3.57
Sugarcane,Whole Year,Rajapalayam,12576,1267.4,2332203,14045,68.01
Millet,Kharif,Dindigul,20149,519.1,933867,1287,1.1
Cotton,Kharif,Palani,51491,767.7,5986501,6661,1.41
Maize,Kharif,Rajapalayam,14424,939.1,1445513,5682,3.23
Coconut,Whole Year,Madurai,19192,1248.8,1434358,2775,8.74
Coffee,Whole Year,Kodaikanal,884,1113.6,474338,1421,1.28
Coffee,Whole Year,Palani,1823,1136.9,647741,1385,0.49
Mango,Whole Year,Namakkal,36468,621.7,3807632,6875,4.21
Groundnut,Rabi,Namakkal,32673,977.3,1973281,3413,2.24
Turmeric,Kharif,Namakkal,4540,1250.8,1484459,4442,5.52
Sesame,Kharif,Virudhunagar,6159,582.6,301681,677,0.43
Millet,Kharif,Attur,27278,745.1,2132901,1898,0.95
Chickpea,Rabi,Kodaikanal,9714,984.7,816357,100,0.77
Rice,Kharif,Salem,62380,1286.2,2627446,14896,0.98
Chilli,Rabi,Karur,2679,817.0,1226259,5300,0.9
Mango,Whole Year,Palani,36158,978.4,4566906,13771,9.34
Chilli,Kharif,Theni,10003,899.9,1586240,6467,2.45
Blackgram,Rabi,Virudhunagar,6552,585.5,212544,1874,0.32
Cotton,Kharif,Attur,40376,539.1,5226645,4213,2.12
Pigeonpea,Kharif,Salem,7755,970.8,351053,175,0.45
Greengram,Kharif,Virudhunagar,3901,600.4,580619,962,0.54
Turmeric,Kharif,Sivakasi,5336,726.9,1475617,4316,4.08
Pomegranate,Whole Year,Salem,822,468.8,611495,1034,7.57
Millet,Kharif,Rajapalayam,8873,624.8,1298477,3979,0.53
Chilli,Kharif,Madurai,1316,704.0,1284278,108,1.84
Papaya,Whole Year,Attur,5344,1247.2,449735,1891,36.3
Coffee,Whole Year,Theni,2071,1732.8,341049,3480,1.21
Maize,Rabi,Attur,29272,868.6,2938361,4245,2.07
Chilli,Kharif,Virudhunagar,1433,420.7,276540,2099,2.33
Papaya,Whole Year,Theni,5913,1332.9,1650133,6514,37.57
Pigeonpea,Kharif,Rajapalayam,10816,705.3,727549,994,0.45
Rice,Rabi,Theni,8912,1530.1,1332764,7049,2.14
Greengram,Kharif,Namakkal,200,502.5,283177,476,0.36
Cotton,Kharif,Madurai,39304,823.1,3442742,13989,1.64
Greengram,Kharif,Virudhunagar,8527,438.2,595849,2850,0.65
Tapioca,Whole Year,Virudhunagar,10352,685.3,1284922,1678,27.42
Maize,Rabi,Virudhunagar,12643,707.1,1016224,2544,1.71
Coconut,Whole Year,Karur,10713,775.2,934187,1667,6.51
Chickpea,Rabi,Namakkal,15299,605.7,1120816,2950,0.85
Maize,Kharif,Kodaikanal,9980,1176.2,1339707,5758,2.26
Mango,Whole Year,Madurai,26086,1060.7,934970,4769,4.49
Chickpea,Rabi,Kodaikanal,17204,838.8,1608297,4131,1.18
Chickpea,Rabi,Karur,13154,757.7,1054200,1931,1.04
Chickpea,Rabi,Palani,4655,849.4,664528,2106,0.71
Sugarcane,Whole Year,Kodaikanal,95070,1492.3,11431112,42700,86.43
Cotton,Kharif,Sivakasi,35472,733.6,4002065,11712,1.09
Pigeonpea,Kharif,Dindigul,7448,793.3,288438,1983,0.49
Sesame,Kharif,Theni,9004,831.8,590189,1767,0.76
Sesame,Kharif,Palani,3742,826.7,212456,797,0.27
Pigeonpea,Kharif,Rajapalayam,1866,666.9,491878,833,0.39
Sorghum,Rabi,Madurai,2120,598.1,446110,1251,0.55
Groundnut,Kharif,Madurai,8555,840.0,663712,5521,1.51
Chilli,Rabi,Attur,1288,869.9,850620,833,0.91
Sesame,Kharif,Theni,1163,755.0,152452,1531,0.52
Coffee,Whole Year,Madurai,2102,1390.2,677729,3097,0.89
Chilli,Rabi,Karur,355,983.6,309985,1399,1.05
Tapioca,Whole Year,Sivakasi,14916,585.9,1917728,2276,25.21
Pigeonpea,Kharif,Virudhunagar,10678,702.6,675417,2598,0.87
Coconut,Whole Year,Namakkal,36829,1134.3,3059944,10047,6.9
Pomegranate,Whole Year,Sivakasi,835,547.0,395901,1293,7.46
Maize,Rabi,Sivakasi,25560,926.0,3116645,8584,1.83
Banana,Whole Year,Virudhunagar,41714,1330.2,4089258,12107,19.59
Groundnut,Kharif,Attur,45421,928.8,1648622,6568,1.94
Blackgram,Rabi,Sivakasi,7148,517.7,303556,3496,0.8
Coffee,Whole Year,Salem,4939,1479.5,1331859,4602,0.89
Chickpea,Rabi,Sivakasi,5752,519.6,583854,1171,0.53
Maize,Rabi,Rajapalayam,1971,828.2,844379,1694,2.47
Coffee,Whole Year,Dindigul,1917,1453.6,699515,3988,0.55
Pigeonpea,Kharif,Rajapalayam,533,955.6,282139,1039,0.57
Sorghum,Rabi,Kodaikanal,17157,646.6,1606063,4555,0.77
Chickpea,Rabi,Sivakasi,17147,792.4,990826,520,0.49
Sorghum,Rabi,Salem,17571,683.5,828765,1286,0.61
Groundnut,Kharif,Rajapalayam,34539,578.3,3292777,10206,1.32
Chilli,Rabi,Madurai,10512,600.9,1350182,10485,1.05
Pigeonpea,Kharif,Palani,5480,899.5,467317,1987,0.48
Banana,Whole Year,Dindigul,44396,1294.1,2760060,20796,20.04
Sesame,Kharif,Palani,977,943.2,112943,1256,0.64
Coconut,Whole Year,Salem,10472,767.2,1643934,2531,7.12
Pigeonpea,Kharif,Dindigul,8947,997.2,464497,1269,0.45
Blackgram,Rabi,Salem,16103,816.4,598283,3585,0.91
Pigeonpea,Kharif,Sivakasi,4021,937.9,56001,1467,0.7
Groundnut,Rabi,Dindigul,3172,663.2,1570910,5115,0.78
Sorghum,Kharif,Virudhunagar,7696,602.6,954890,3650,0.77
Banana,Whole Year,Theni,36354,1124.1,6174065,9480,34.44
Cotton,Kharif,Madurai,17261,810.5,2124207,4164,0.81
Sorghum,Kharif,Theni,10216,929.4,1130338,3235,1.33
Papaya,Whole Year,Virudhunagar,4030,936.4,891835,3195,34.13
Maize,Rabi,Virudhunagar,25477,630.8,3222821,3127,2.32
Tapioca,Whole Year,Sivakasi,20879,933.0,1769969,3729,29.0
Sesame,Kharif,Namakkal,1005,529.0,159109,354,0.6
Coffee,Whole Year,Karur,2197,1462.8,443210,2992,1.32
Papaya,Whole Year,Dindigul,2104,1153.3,764569,4089,22.99
Mango,Whole Year,Sivakasi,7819,573.9,1661787,6862,5.34
Groundnut,Rabi,Rajapalayam,51775,606.8,6290562,5192,1.94
Papaya,Whole Year,Sivakasi,682,1171.3,443508,2436,34.59
Maize,Rabi,Namakkal,34753,972.9,3912116,11082,2.93
Greengram,Kharif,Rajapalayam,11298,457.4,617245,3061,0.45
Chickpea,Rabi,Kodaikanal,8016,852.3,638225,1868,0.92
Chickpea,Rabi,Palani,6539,853.9,214302,1491,0.71
Pomegranate,Whole Year,Virudhunagar,4642,342.5,451154,3152,3.19
Cotton,Kharif,Sivakasi,11502,629.3,3027234,5559,1.65
Cotton,Kharif,Karur,56758,603.6,3986089,19869,1.69
Coffee,Whole Year,Madurai,3348,1325.9,825813,2181,1.26
Pigeonpea,Kharif,Virudhunagar,9218,632.9,646525,2881,0.31
Mango,Whole Year,Salem,10504,961.8,753405,1803,7.94
Chickpea,Rabi,Salem,3959,898.2,653260,1792,1.02
Chickpea,Rabi,Sivakasi,11064,667.2,529575,1325,1.06
Sorghum,Kharif,Attur,22767,446.0,2048713,3673,1.67
Maize,Rabi,Karur,13915,945.6,2038475,4291,2.44
Blackgram,Rabi,Kodaikanal,8347,1004.3,523031,2669,0.63
Sesame,Kharif,Dindigul,397,611.9,145532,1242,0.56
Chickpea,Rabi,Karur,16436,646.9,682944,1161,0.65
Chilli,Rabi,Virudhunagar,1306,566.0,1213594,2208,1.57
Papaya,Whole Year,Sivakasi,2250,1058.8,1169205,1547,28.07
Greengram,Kharif,Rajapalayam,6945,412.1,246217,532,0.7
Sorghum,Rabi,Virudhunagar,8188,454.6,1018948,3044,0.82
Chickpea,Rabi,Theni,3583,934.2,254529,1675,1.06
Sesame,Kharif,Palani,6256,894.8,673773,762,0.7
Papaya,Whole Year,Namakkal,1277,813.8,906226,469,15.99
Rice,Kharif,Madurai,17365,1223.9,1507184,4002,2.06
Coffee,Whole Year,Dindigul,742,1033.6,245740,2322,0.67
Pomegranate,Whole Year,Rajapalayam,431,641.9,385770,1672,6.37
Coconut,Whole Year,Attur,6346,1302.2,961230,4438,8.12
Tapioca,Whole Year,Namakkal,19694,1037.7,826085,1876,22.31
Tapioca,Whole Year,Kodaikanal,23927,748.2,1082894,7311,22.0
Sugarcane,Whole Year,Madurai,98443,1487.5,11596837,18507,43.85
Sesame,Kharif,Theni,7795,725.0,366106,2361,0.66
Papaya,Whole Year,Virudhunagar,4587,1156.4,719429,3298,37.84
Maize,Kharif,Salem,1039,835.6,458814,4627,2.46
Turmeric,Kharif,Dindigul,4177,909.8,1297520,4892,3.81
Pomegranate,Whole Year,Rajapalayam,2672,425.1,911862,850,4.45
Maize,Rabi,Dindigul,16295,731.8,1923200,6316,1.85
Maize,Rabi,Palani,12508,901.6,1531865,4675,1.58
Groundnut,Rabi,Rajapalayam,27738,857.0,1095014,4288,1.73
Banana,Whole Year,Theni,29018,1231.2,1515387,17296,27.94
Millet,Kharif,Kodaikanal,5805,706.4,303803,2307,0.52
Coconut,Whole Year,Namakkal,7096,875.5,799461,3617,7.3
Chilli,Rabi,Rajapalayam,5650,597.8,1266054,5286,1.15
Turmeric,Kharif,Karur,1475,948.4,389920,357,5.36
Sorghum,Rabi,Dindigul,9149,676.9,379129,3797,1.18
Pomegranate,Whole Year,Dindigul,4475,617.1,592848,3893,3.64
Millet,Kharif,Palani,16685,956.5,907371,3631,1.36
Groundnut,Rabi,Attur,22713,653.1,3262454,10428,1.91
Pigeonpea,Kharif,Madurai,8708,691.2,379273,700,0.33
Cotton,Kharif,Madurai,14308,875.1,1912437,2035,1.82
Maize,Rabi,Rajapalayam,30040,949.1,1041516,10025,2.02
Pomegranate,Whole Year,Kodaikanal,3773,920.7,1250639,1745,11.85
Chickpea,Rabi,Theni,2044,995.9,210133,630,1.11
Coconut,Whole Year,Namakkal,24654,1133.4,1975525,3380,5.44
Cotton,Kharif,Rajapalayam,67794,472.5,7047365,14580,0.92
Pomegranate,Whole Year,Kodaikanal,1664,589.4,349743,1218,7.19
Millet,Kharif,Rajapalayam,27339,628.6,2466931,2568,1.4
Cotton,Kharif,Rajapalayam,68773,869.3,5886362,23042,0.8
Sorghum,Rabi,Salem,17211,448.9,1551087,5102,1.04
Millet,Kharif,Kodaikanal,17398,921.4,1957842,5189,1.85
Papaya,Whole Year,Namakkal,6555,1083.1,1034887,4047,40.63
Tapioca,Whole Year,Rajapalayam,18922,1105.5,1967261,5058,22.08
Pigeonpea,Kharif,Virudhunagar,2052,912.8,213372,1027,0.77
Sorghum,Kharif,Karur,10334,614.4,902065,3308,0.77
Sesame,Kharif,Sivakasi,4530,495.3,451255,1483,0.42
Groundnut,Rabi,Attur,40317,652.7,4763315,10917,1.13
Coconut,Whole Year,Virudhunagar,1849,845.9,1450515,1049,6.12
Chilli,Rabi,Theni,5628,993.1,1959961,2504,2.57
Cotton,Kharif,Dindigul,12653,597.7,1121733,4936,1.46
Greengram,Kharif,Madurai,3339,681.6,134260,1373,0.85
Papaya,Whole Year,Virudhunagar,3505,1001.2,1404129,1616,38.22
Cotton,Kharif,Attur,23335,891.8,1950086,5340,1.43
Millet,Kharif,Kodaikanal,516,986.6,475874,730,0.81
Maize,Rabi,Karur,1633,948.6,451935,3234,1.71
Maize,Kharif,Dindigul,44900,878.0,3933485,9275,3.02
Millet,Kharif,Theni,537,856.2,257375,637,1.72
Cotton,Kharif,Karur,59658,574.8,2245014,9585,1.19
Turmeric,Kharif,Madurai,3863,773.1,719365,3723,2.44
Mango,Whole Year,Karur,12224,832.8,1129872,5235,7.5
Pigeonpea,Kharif,Dindigul,9018,553.5,434608,1665,0.68
Tapioca,Whole Year,Namakkal,17196,913.0,2240640,5870,20.63
Turmeric,Kharif,Salem,4044,1173.3,723467,1996,5.81
Coffee,Whole Year,Karur,3831,1216.2,930293,4027,0.6
Sesame,Kharif,Theni,7372,769.3,500147,913,0.45
Mango,Whole Year,Salem,30610,1021.2,3199042,8696,4.04
Papaya,Whole Year,Namakkal,1079,1090.5,461163,1565,27.07
Greengram,Kharif,Virudhunagar,1043,336.3,324725,1227,0.48
Chilli,Rabi,Rajapalayam,2957,632.9,630305,5444,1.27
Groundnut,Kharif,Madurai,58015,937.6,5167127,10228,1.36
Papaya,Whole Year,Theni,4780,1085.1,853513,5355,18.83
Chilli,Rabi,Attur,3650,583.7,1383675,5179,2.21
Maize,Rabi,Virudhunagar,4898,776.6,871616,5445,1.56
Mango,Whole Year,Virudhunagar,3198,899.3,572666,1628,6.2
Rice,Rabi,Dindigul,51719,1218.3,3280627,18704,1.64
Banana,Whole Year,Dindigul,25053,1391.0,1514052,11861,26.5
Sesame,Kharif,Palani,8257,904.8,158573,1155,0.73
Pomegranate,Whole Year,Palani,3157,598.6,367053,1452,5.49
Greengram,Kharif,Virudhunagar,14314,507.1,1004836,3117,0.48
Millet,Kharif,Attur,18565,680.0,552806,4639,0.61
Tapioca,Whole Year,Palani,22251,835.3,3018444,7974,29.89
Sesame,Kharif,Karur,9236,560.0,446811,1439,0.44
Cotton,Kharif,Namakkal,41116,963.0,2313525,15651,1.49
Banana,Whole Year,Namakkal,42898,883.1,4712537,16196,24.54
Mango,Whole Year,Dindigul,11445,982.7,1523178,6273,4.18
Pomegranate,Whole Year,Sivakasi,2837,641.2,1014076,3055,5.77
Coconut,Whole Year,Sivakasi,48567,740.5,3283418,2268,8.15
Tapioca,Whole Year,Kodaikanal,10154,1321.1,1607560,4212,20.19
Blackgram,Rabi,Namakkal,14867,764.0,934694,3387,0.91
Tapioca,Whole Year,Sivakasi,20720,768.9,2674326,8097,27.3
Chilli,Kharif,Sivakasi,4411,823.9,1564275,2156,2.5
Turmeric,Kharif,Salem,3362,1165.5,1651749,3238,3.47
Chilli,Rabi,Karur,2872,538.8,884457,644,1.92
Maize,Kharif,Salem,38023,993.0,2188253,10098,3.23
Blackgram,Rabi,Rajapalayam,660,571.7,215975,1115,0.31
Maize,Rabi,Kodaikanal,1761,1024.6,1037570,1072,2.58
Chilli,Rabi,Madurai,9711,764.4,2763422,6540,1.49
Coffee,Whole Year,Salem,668,1226.2,311836,1370,0.54
Coconut,Whole Year,Kodaikanal,14562,1394.2,1403201,3818,7.15
Greengram,Kharif,Sivakasi,11629,775.4,617421,1119,0.61
Sugarcane,Whole Year,Virudhunagar,45699,1135.5,7332656,8635,56.52
Sugarcane,Whole Year,Dindigul,37607,1090.0,7124059,12386,72.48
Chickpea,Rabi,Virudhunagar,10836,742.9,1177848,2263,0.91
Mango,Whole Year,Namakkal,38326,764.2,4734553,11045,7.68
Rice,Rabi,Salem,78966,1304.3,4571449,20712,2.96
Blackgram,Rabi,Sivakasi,15685,588.8,1536619,2870,0.53
Turmeric,Kharif,Palani,4161,1337.4,1083374,3113,4.81
Maize,Kharif,Palani,39174,1028.9,3635854,5118,2.31
Sesame,Kharif,Attur,3957,591.7,226457,1158,0.48
Maize,Kharif,Karur,37836,995.9,860694,6918,3.4
Sesame,Kharif,Palani,8162,944.9,626499,582,0.46
Banana,Whole Year,Salem,7603,1181.0,2116961,9021,16.38
Turmeric,Kharif,Kodaikanal,5249,1133.4,888504,4843,5.38
Greengram,Kharif,Sivakasi,10239,666.5,563011,1890,0.67
Blackgram,Rabi,Madurai,618,905.6,479582,118,0.78
Coffee,Whole Year,Salem,4636,1072.8,1744019,3473,1.48
Sugarcane,Whole Year,Dindigul,69621,1001.3,8346911,37119,42.88
Banana,Whole Year,Madurai,17532,839.6,3028238,6671,17.6
Cotton,Kharif,Karur,69700,863.4,6522950,12861,1.0
Sugarcane,Whole Year,Salem,57284,1480.6,4210516,31003,46.92
Mango,Whole Year,Virudhunagar,37067,845.9,1675353,8836,6.64
Coffee,Whole Year,Virudhunagar,3481,1010.3,1112314,3446,1.43
Coffee,Whole Year,Karur,2184,1171.6,536422,3461,1.2
Greengram,Kharif,Palani,13209,976.6,872563,2044,0.74
Coconut,Whole Year,Rajapalayam,31467,836.6,3087980,3732,5.21
Greengram,Kharif,Palani,10641,801.7,693858,3241,0.31
Chilli,Rabi,Namakkal,9845,895.5,2510433,7481,2.43
Coffee,Whole Year,Virudhunagar,1405,1078.5,353715,2973,1.22
Coconut,Whole Year,Madurai,52547,806.6,4764692,8166,8.96
Greengram,Kharif,Attur,2061,532.3,198642,1276,0.57
Coconut,Whole Year,Palani,20226,975.2,2128479,5591,9.03
Rice,Rabi,Rajapalayam,2163,894.9,1178603,4585,2.58
Maize,Kharif,Namakkal,23902,694.5,1937170,7721,3.21
Sesame,Kharif,Dindigul,4176,714.2,254347,2166,0.53
Groundnut,Rabi,Rajapalayam,8917,582.4,2601728,5817,2.14
Chickpea,Rabi,Virudhunagar,17810,609.4,1105819,4926,0.66
Sugarcane,Whole Year,Madurai,55862,1412.0,5857114,11269,74.35
Cotton,Kharif,Kodaikanal,46649,1087.6,5608974,3718,0.95
Mango,Whole Year,Attur,38835,761.7,3563074,10895,3.97
Blackgram,Rabi,Karur,2281,573.7,625541,992,0.7
Mango,Whole Year,Attur,619,1072.8,835197,2235,6.85
Pigeonpea,Kharif,Rajapalayam,9502,944.7,763639,2042,0.68
Sesame,Kharif,Dindigul,4042,552.0,382397,767,0.37
Chickpea,Rabi,Salem,8641,552.6,1121823,631,0.42
Sugarcane,Whole Year,Madurai,25926,1412.9,4384459,8619,45.4
Papaya,Whole Year,Namakkal,7805,1116.8,573193,2716,37.15
Sugarcane,Whole Year,Rajapalayam,38014,1077.1,3444747,23012,63.5
Cotton,Kharif,Madurai,59496,899.0,4129647,6897,1.4
Groundnut,Kharif,Namakkal,25430,628.2,3667631,9394,0.99
Coffee,Whole Year,Virudhunagar,3707,961.7,380267,3406,0.58
Pigeonpea,Kharif,Dindigul,3454,705.0,119863,291,0.64
Maize,Kharif,Dindigul,27723,676.0,2568214,8002,2.17
Chickpea,Rabi,Dindigul,6735,724.6,584445,1976,0.72
Pomegranate,Whole Year,Salem,4769,743.9,398692,485,7.14
Chickpea,Rabi,Palani,11503,795.5,935146,2278,1.29
Greengram,Kharif,Palani,14627,608.2,1464777,1460,0.39
Blackgram,Rabi,Theni,15528,864.7,634662,3015,0.77
Chickpea,Rabi,Namakkal,15074,618.1,1150933,3119,0.78
Sorghum,Rabi,Karur,14308,826.3,1030651,3629,1.12
Sesame,Kharif,Attur,9599,443.8,632222,1871,0.71
Cotton,Kharif,Sivakasi,55594,784.2,6123245,5264,2.14
Cotton,Kharif,Virudhunagar,869,727.9,814917,2684,1.17
Papaya,Whole Year,Theni,3281,1024.1,273667,3961,22.05
Millet,Kharif,Rajapalayam,27778,572.7,1410526,4723,1.21
Sorghum,Kharif,Dindigul,10128,610.3,1438359,3053,0.5
Maize,Kharif,Kodaikanal,39390,1019.9,3323648,5416,3.95
Rice,Kharif,Theni,73616,1077.1,7722066,27015,2.26
Turmeric,Kharif,Karur,9219,1338.2,1760052,2323,5.67
Coffee,Whole Year,Karur,1522,1028.7,976083,727,0.76
Rice,Kharif,Theni,41145,1093.0,3532901,6498,2.83
Mango,Whole Year,Palani,6204,1141.4,1105592,1470,7.98
Papaya,Whole Year,Madurai,5425,1007.2,1060554,1690,21.3
Millet,Kharif,Namakkal,26034,819.8,2073589,2666,1.31
Turmeric,Kharif,Kodaikanal,8255,1110.1,1508972,5160,4.53
Blackgram,Rabi,Kodaikanal,13354,783.0,553664,4667,0.49
Coffee,Whole Year,Palani,3588,1462.1,1596833,3278,0.96
Papaya,Whole Year,Attur,6815,871.5,963440,2610,32.63
Tapioca,Whole Year,Attur,11770,982.5,1260964,3234,22.11
Turmeric,Kharif,Attur,8852,931.7,2242211,4322,3.35
Pigeonpea,Kharif,Rajapalayam,3524,842.4,229861,168,0.81
Maize,Kharif,Palani,8937,1193.7,1135744,5753,3.43
Millet,Kharif,Dindigul,11217,782.6,1001026,765,0.81
Sugarcane,Whole Year,Attur,20228,872.2,4908485,19774,53.98
Banana,Whole Year,Sivakasi,40371,842.2,2006105,4250,26.02
Tapioca,Whole Year,Karur,2197,760.6,764116,3368,28.54
Papaya,Whole Year,Karur,1504,938.4,1034573,1781,35.34
Pigeonpea,Kharif,Kodaikanal,5894,1039.2,743124,906,0.39
Pigeonpea,Kharif,Dindigul,8677,802.6,364517,2707,0.59
Sugarcane,Whole Year,Salem,76825,994.4,9095850,15099,65.39
Chilli,Rabi,Kodaikanal,11379,1034.2,1930440,4928,0.94
Rice,Kharif,Salem,26229,1231.4,2566689,9231,2.61
Chickpea,Rabi,Karur,13666,549.7,1223706,2462,0.68
Maize,Rabi,Namakkal,26560,1054.6,2165119,1457,1.42
Sorghum,Kharif,Dindigul,7301,510.6,959755,1084,1.15
Groundnut,Rabi,Virudhunagar,34091,579.1,4121692,3304,1.74
Cotton,Kharif,Attur,34654,651.6,4144253,9273,0.92
Chickpea,Rabi,Madurai,12629,725.3,1171808,651,0.66
Rice,Kharif,Salem,62297,840.8,4666875,16409,2.09
Groundnut,Kharif,Salem,19533,731.5,888842,8453,1.45
Sesame,Kharif,Kodaikanal,2398,621.8,436236,567,0.72
Maize,Rabi,Madurai,29753,907.6,905340,9993,2.14
Pigeonpea,Kharif,Salem,6537,772.0,479089,2540,0.4
Millet,Kharif,Dindigul,26421,902.2,1974861,7276,1.8
Mango,Whole Year,Palani,26617,901.4,3084733,10590,6.19
Papaya,Whole Year,Dindigul,2050,1012.6,491871,3280,32.6
Pomegranate,Whole Year,Salem,2342,473.4,559668,2764,4.72
Turmeric,Kharif,Rajapalayam,11534,813.4,2326232,5831,5.19
Pomegranate,Whole Year,Salem,1516,691.7,529130,1195,4.93
Chilli,Kharif,Attur,1271,939.7,451814,4059,2.76
Greengram,Kharif,Karur,2770,635.5,524176,1299,0.75
Maize,Rabi,Rajapalayam,17323,917.7,1471238,5946,2.15
Sesame,Kharif,Rajapalayam,5232,771.1,602187,2031,0.65
Coconut,Whole Year,Namakkal,55473,609.1,4990004,3444,5.99
Sorghum,Kharif,Karur,10834,497.5,1301876,2696,0.74
Sugarcane,Whole Year,Madurai,70462,920.5,4881990,24270,54.23
Sugarcane,Whole Year,Dindigul,18624,1100.7,4696416,11996,61.79
Coconut,Whole Year,Rajapalayam,38933,728.4,2748397,3313,8.17
Coconut,Whole Year,Palani,43448,1427.9,3799097,9248,9.93
Banana,Whole Year,Sivakasi,11113,1123.3,2976506,6279,16.49
Coconut,Whole Year,Karur,37693,707.4,2979096,4170,8.75
Groundnut,Rabi,Namakkal,43974,465.5,5159548,7043,1.04
Chickpea,Rabi,Madurai,9597,628.4,259450,1069,0.86
Blackgram,Rabi,Namakkal,12966,633.3,605397,3431,0.4
Turmeric,Kharif,Sivakasi,11435,895.7,2120328,6346,5.97
Tapioca,Whole Year,Virudhunagar,28526,1079.9,3120679,5667,20.86
Groundnut,Rabi,Sivakasi,27734,701.8,2625865,7886,1.12
Cotton,Kharif,Rajapalayam,51284,879.2,4345255,4555,1.07
Cotton,Kharif,Theni,60129,915.2,6051358,16184,2.21
Sugarcane,Whole Year,Theni,43892,1374.5,4717150,6190,59.52
Mango,Whole Year,Palani,34411,1001.7,4190663,9168,4.88
Cotton,Kharif,Sivakasi,25535,937.5,2202808,5330,0.92
Blackgram,Rabi,Sivakasi,2165,673.7,630893,1640,0.78
Sorghum,Rabi,Sivakasi,15010,443.4,1518583,4330,1.59
Coffee,Whole Year,Karur,1958,1545.6,899196,897,1.57
Sugarcane,Whole Year,Namakkal,81143,935.6,7908842,22741,49.98
Pomegranate,Whole Year,Sivakasi,3851,788.1,583572,1312,4.82
Pomegranate,Whole Year,Karur,3300,521.3,238363,3114,4.29
Sesame,Kharif,Madurai,4433,626.5,452787,836,0.48
Coconut,Whole Year,Salem,38905,1168.6,4528908,9143,10.5
Greengram,Kharif,Palani,13376,623.3,334869,721,0.41
Blackgram,Rabi,Namakkal,2225,816.6,597517,1330,0.55
Turmeric,Kharif,Madurai,7371,963.2,2619536,3227,4.48
Coconut,Whole Year,Palani,27434,1184.7,1043885,6610,4.84
Rice,Rabi,Karur,38316,1160.5,5152828,14985,1.41
Groundnut,Kharif,Theni,39807,993.5,2968231,7561,2.28
Sesame,Kharif,Sivakasi,300,678.0,206257,1091,0.58
Chilli,Rabi,Virudhunagar,10406,753.0,2190265,4626,1.87
Mango,Whole Year,Karur,2824,759.0,1206447,2824,4.22
Rice,Rabi,Palani,40547,1348.7,5321234,15154,2.51
Rice,Rabi,Madurai,39144,932.6,3576976,12676,2.04
Pigeonpea,Kharif,Palani,11882,1008.0,166256,3419,0.67
Mango,Whole Year,Sivakasi,18238,594.1,1289332,3767,2.79
Mango,Whole Year,Rajapalayam,31483,896.2,2613047,5203,5.83
Tapioca,Whole Year,Kodaikanal,8000,1081.9,1172396,3043,23.05
Millet,Kharif,Kodaikanal,9141,1012.3,1519860,881,1.58
Turmeric,Kharif,Rajapalayam,3988,1172.3,1131785,3824,3.36
Blackgram,Rabi,Madurai,14930,687.6,513035,2689,0.36
Pigeonpea,Kharif,Salem,10474,845.2,404609,1266,0.6
Mango,Whole Year,Palani,27235,1111.4,3244942,9841,5.2
Greengram,Kharif,Dindigul,8496,786.6,599732,291,0.63
Millet,Kharif,Rajapalayam,21780,529.1,965458,5031,0.62
Pomegranate,Whole Year,Dindigul,4604,587.2,1325942,4669,6.84
Maize,Kharif,Attur,13296,776.1,2151851,6320,3.29
Millet,Kharif,Theni,13732,971.4,549982,1753,1.58
Papaya,Whole Year,Theni,4217,1369.2,583106,2428,29.57
Tapioca,Whole Year,Madurai,15793,1020.3,2363216,2818,21.33
Banana,Whole Year,Madurai,16149,834.4,3684895,6511,30.5
Coffee,Whole Year,Sivakasi,1657,1008.4,691302,1434,0.72
Papaya,Whole Year,Virudhunagar,4643,1111.3,1392521,5601,26.85
Chilli,Kharif,Theni,8204,719.3,1217095,9324,1.19
Chickpea,Rabi,Salem,10056,664.0,1098562,3389,0.42
Sugarcane,Whole Year,Virudhunagar,31229,1172.3,3006516,17897,47.44
Papaya,Whole Year,Kodaikanal,6116,1226.3,757791,4865,44.61
