N,P,K,temperature,humidity,ph,rainfall,label
102.69,27.05,33.43,24.72,77.21,5.64,148.06,Coffee
64.36,20.74,42.5,16.09,75.75,5.53,275.72,Cardamom
20.78,49.62,27.75,30.32,66.34,7.06,91.63,Greengram
57.89,41.34,30.82,27.17,58.91,6.92,37.21,Millet
114.54,59.24,56.94,31.14,62.93,6.82,66.19,Chilli
53.7,55.05,201.88,24.39,72.38,6.6,159.9,Turmeric
114.02,66.37,53.22,32.53,56.67,6.23,92.03,Chilli
109.96,72.97,47.46,28.23,83.37,6.78,134.83,Banana
25.04,25.37,30.67,26.25,34.83,6.91,63.54,Pomegranate
82.56,23.6,35.62,23.62,62.54,5.98,218.88,Coffee
57.1,31.59,24.77,32.06,57.44,5.88,52.53,Millet
59.18,64.89,48.86,27.34,78.81,6.7,134.3,Papaya
48.83,60.33,44.87,30.25,83.14,6.34,146.84,Papaya
21.01,18.12,45.22,24.82,39.22,6.9,53.59,Pomegranate
72.57,24.19,32.9,30.71,53.16,6.52,49.02,Millet
63.22,29.54,28.87,36.07,43.53,7.72,57.2,Sorghum
102.68,25.19,25.71,28.57,80.48,6.95,149.89,Sugarcane
121.75,57.78,51.0,27.26,63.56,7.0,69.53,Chilli
67.19,34.85,18.96,33.29,64.47,7.46,53.85,Millet
78.27,52.86,50.14,25.41,74.9,6.49,129.57,Maize
129.36,40.05,18.96,34.91,69.26,6.64,56.86,Cotton
22.86,23.53,50.11,30.76,80.86,6.61,173.18,Coconut
122.28,66.33,44.95,28.38,65.05,5.88,60.65,Chilli
27.41,47.62,24.54,30.66,67.81,6.0,67.71,Groundnut
34.32,61.52,28.9,25.1,55.12,6.02,112.88,Pigeonpea
31.38,57.54,26.25,31.67,56.89,6.2,149.52,Pigeonpea
65.23,51.74,194.49,23.8,72.43,6.98,201.53,Turmeric
27.0,23.66,28.55,27.95,78.45,6.92,154.8,Coconut
74.59,31.43,50.79,26.61,55.96,6.1,78.35,Tapioca
21.4,56.29,17.57,32.54,54.38,6.72,134.41,Pigeonpea
76.93,31.61,48.14,32.55,50.99,6.7,112.53,Tapioca
91.96,28.4,27.86,27.33,84.48,7.11,203.01,Sugarcane
102.93,29.33,43.39,33.49,72.3,5.96,188.71,Sugarcane
95.96,36.14,42.77,31.68,81.28,6.84,280.9,Rice
62.92,18.65,54.6,18.22,88.63,6.11,189.97,Cardamom
83.42,21.07,42.03,20.34,72.3,5.49,225.3,Cardamom
48.24,69.2,46.46,26.97,90.13,6.14,138.33,Papaya
47.84,74.43,46.5,28.97,79.3,6.57,152.11,Papaya
24.94,67.32,18.12,32.27,70.7,6.94,122.48,Pigeonpea
66.69,53.88,196.48,25.02,74.86,6.1,175.79,Turmeric
54.66,25.09,22.64,34.69,59.01,6.36,90.13,Sorghum
89.93,45.0,47.98,22.06,82.18,6.67,242.72,Rice
30.24,55.19,26.85,29.26,66.65,7.0,51.11,Greengram
65.13,30.62,44.9,26.52,52.73,5.95,78.73,Tapioca
38.01,68.74,22.79,33.53,65.08,6.01,90.49,Blackgram
76.81,34.26,26.38,33.8,50.36,6.66,43.67,Millet
100.83,66.03,53.67,29.99,61.28,7.11,59.76,Chilli
51.68,74.54,69.92,19.01,26.29,6.19,89.59,Chickpea
19.07,40.14,29.78,32.7,63.25,5.91,116.69,Groundnut
25.26,61.36,13.0,26.73,62.41,6.35,109.48,Groundnut
58.05,63.76,52.92,31.12,77.68,6.77,134.33,Papaya
41.82,75.71,69.87,19.08,15.71,6.49,83.01,Chickpea
40.09,60.63,86.01,19.98,31.33,6.57,60.43,Chickpea
44.88,65.34,52.82,29.45,83.21,5.78,153.06,Papaya
72.54,50.22,46.15,24.92,58.25,6.61,88.14,Maize
18.89,65.71,22.42,26.36,54.72,6.76,62.08,Greengram
36.54,56.51,69.93,20.22,18.7,6.89,76.59,Chickpea
16.69,25.51,28.91,28.1,54.79,7.38,124.37,Mango
66.54,67.79,203.73,28.54,88.16,7.01,179.2,Turmeric
83.81,27.89,36.86,26.41,80.08,5.89,167.62,Sugarcane
52.89,63.59,56.21,30.56,88.33,5.79,149.82,Papaya
96.36,18.72,26.79,22.33,56.41,5.58,133.56,Coffee
35.27,20.0,48.28,32.92,87.68,6.32,152.25,Coconut
40.49,61.04,48.47,31.23,81.74,6.23,161.55,Papaya
25.33,59.14,17.59,29.86,60.9,5.8,129.93,Pigeonpea
22.06,62.99,16.33,31.22,67.69,7.24,62.85,Greengram
47.87,53.94,82.64,17.29,19.94,6.98,80.21,Chickpea
92.87,15.17,28.54,21.37,72.3,6.21,195.38,Coffee
106.17,61.66,39.77,30.95,74.37,6.11,80.52,Chilli
39.67,34.17,33.71,37.46,55.97,7.22,81.33,Sesame
120.4,43.77,26.25,24.84,68.76,6.37,88.69,Cotton
29.56,58.38,18.13,34.45,60.31,6.07,144.82,Pigeonpea
32.84,60.96,83.4,21.79,17.24,7.1,93.28,Chickpea
71.72,43.15,53.95,25.66,63.24,6.35,85.82,Tapioca
88.28,28.61,26.66,32.2,85.06,6.31,193.27,Sugarcane
72.58,54.35,195.18,23.75,81.81,6.09,216.24,Turmeric
23.53,57.06,25.26,32.12,72.05,7.36,78.2,Greengram
35.31,73.27,68.6,24.47,24.15,6.44,73.04,Chickpea
20.71,13.75,38.49,27.67,82.36,5.91,111.32,Coconut
59.44,69.39,55.81,28.49,91.33,6.26,180.99,Papaya
25.66,34.24,25.14,32.65,55.99,5.86,54.36,Sesame
30.87,43.12,30.12,32.83,68.77,5.93,73.7,Sesame
91.06,30.23,29.92,33.83,73.39,6.25,208.81,Sugarcane
15.21,15.55,50.27,26.52,45.6,7.21,44.64,Pomegranate
116.64,69.0,49.43,27.24,61.54,6.09,80.77,Chilli
101.45,22.54,29.02,22.98,74.46,6.51,144.52,Coffee
118.01,45.75,29.44,32.76,69.42,6.81,72.78,Cotton
47.66,73.23,77.69,23.14,21.49,6.21,50.74,Chickpea
115.24,57.22,51.88,26.69,60.36,6.19,59.94,Chilli
56.19,70.29,42.64,26.73,84.28,6.25,137.96,Papaya
43.85,47.0,200.76,25.66,79.33,5.36,171.16,Turmeric
30.56,53.25,29.84,31.2,49.96,6.76,63.21,Sesame
27.81,68.77,26.86,33.75,63.84,7.3,108.41,Blackgram
34.84,42.18,25.98,29.25,73.48,5.96,69.78,Groundnut
29.17,57.93,19.9,31.01,68.37,5.89,65.46,Groundnut
88.61,23.75,45.43,26.13,79.28,5.49,248.99,Cardamom
62.15,61.28,204.6,27.22,82.41,5.51,196.31,Turmeric
102.5,34.39,26.13,27.94,76.43,6.53,81.36,Cotton
87.14,88.74,54.89,26.06,84.32,5.99,147.41,Banana
73.86,32.48,36.02,25.39,50.94,7.88,89.53,Sorghum
109.22,89.58,47.95,28.65,85.32,6.24,128.15,Banana
32.71,21.37,27.53,34.93,60.23,6.09,100.23,Mango
98.53,71.9,53.46,27.03,78.45,6.41,129.62,Banana
52.58,35.07,21.65,29.62,41.82,7.21,71.4,Sorghum
76.09,34.23,33.0,27.88,78.49,6.49,147.68,Sugarcane
117.29,61.54,38.73,28.41,57.88,7.52,39.87,Chilli
44.19,42.87,30.31,27.62,59.0,7.23,89.21,Sesame
21.56,50.4,28.3,30.15,56.24,6.38,46.81,Greengram
70.54,24.87,57.95,17.88,87.08,6.15,205.14,Cardamom
29.96,10.33,46.68,29.5,79.52,6.14,156.77,Coconut
23.98,58.12,25.86,28.99,58.69,6.48,97.86,Greengram
49.69,60.32,70.65,19.31,34.72,6.24,88.7,Chickpea
16.67,62.16,25.94,29.87,59.94,6.41,101.48,Groundnut
54.94,65.05,48.04,34.18,82.73,6.53,133.48,Papaya
38.36,15.74,41.42,30.2,57.66,6.59,97.42,Mango
54.37,23.01,23.21,37.7,42.05,6.25,81.68,Sorghum
18.69,61.11,14.07,32.48,56.5,7.26,51.97,Greengram
24.74,43.63,32.36,34.58,64.06,7.41,78.85,Sesame
33.35,69.33,17.4,33.54,62.5,7.26,54.28,Greengram
16.05,16.25,41.32,34.2,49.48,6.67,71.65,Pomegranate
37.28,50.9,11.9,32.86,62.94,6.51,107.67,Groundnut
85.82,20.7,54.47,18.96,77.3,6.21,198.03,Cardamom
94.14,70.69,44.92,31.85,84.64,5.82,181.67,Banana
48.69,38.44,25.23,26.2,41.19,8.06,53.9,Sorghum
54.15,70.61,74.24,27.69,20.48,6.71,97.34,Chickpea
48.76,22.92,18.87,32.31,47.86,6.89,100.0,Sorghum
88.05,33.28,34.92,24.87,71.09,6.41,113.92,Maize
72.11,31.56,54.56,16.89,83.56,5.8,171.43,Cardamom
113.01,53.19,22.78,28.62,59.45,6.57,94.23,Cotton
33.48,64.64,80.16,26.19,27.43,6.14,107.23,Chickpea
26.71,66.68,15.06,28.82,71.08,6.73,81.75,Blackgram
93.86,32.73,45.82,32.3,85.1,6.42,173.7,Sugarcane
59.22,54.83,38.94,23.78,84.62,5.58,269.28,Rice
106.62,74.78,51.29,33.03,77.54,6.88,104.31,Banana
82.08,25.83,32.73,30.26,58.38,6.71,66.34,Millet
55.5,57.62,50.64,34.23,89.21,6.71,146.58,Papaya
70.27,33.93,45.69,34.38,52.18,6.52,113.04,Tapioca
103.3,27.48,29.57,28.06,61.95,5.53,188.73,Coffee
22.0,53.23,29.38,33.22,60.75,6.26,55.43,Greengram
105.46,17.94,24.41,22.76,74.35,5.27,190.39,Coffee
101.06,91.34,58.58,31.7,89.52,7.03,133.97,Banana
28.77,51.85,18.14,29.98,60.66,6.3,47.08,Greengram
29.61,46.61,16.03,32.88,63.33,6.05,91.92,Groundnut
17.58,49.99,24.68,33.51,61.8,6.41,111.91,Groundnut
48.26,40.46,36.24,27.84,49.95,5.95,89.4,Sesame
85.05,87.89,44.44,33.64,89.61,5.69,152.92,Banana
19.96,47.34,25.5,28.56,57.93,5.55,78.87,Groundnut
84.65,77.83,48.42,32.52,85.37,5.78,147.32,Banana
79.7,84.25,51.81,29.31,89.2,6.43,150.7,Banana
58.44,24.38,31.77,34.06,58.89,6.28,56.22,Millet
110.99,54.94,23.69,30.78,75.24,7.89,102.29,Cotton
43.64,45.86,31.07,36.07,65.35,6.99,51.98,Sesame
21.55,53.64,20.99,33.49,59.95,6.18,89.23,Greengram
35.1,62.66,83.57,22.98,22.23,6.21,51.2,Chickpea
136.04,46.24,20.99,34.6,80.15,7.79,56.89,Cotton
67.59,44.22,44.96,26.0,65.84,6.05,85.7,Tapioca
71.34,70.72,208.61,28.46,87.77,6.59,189.43,Turmeric
127.65,56.27,16.55,27.93,71.81,7.79,51.24,Cotton
107.1,27.82,49.45,28.52,81.11,6.09,161.54,Sugarcane
68.04,40.27,41.21,26.83,51.57,6.28,103.62,Tapioca
17.24,16.95,44.36,32.86,31.28,7.15,28.97,Pomegranate
64.63,33.63,25.34,31.08,59.53,6.84,85.84,Sorghum
129.3,50.39,21.69,32.09,64.13,6.22,61.07,Cotton
56.35,38.68,28.21,29.45,69.38,5.38,68.45,Sesame
101.5,60.83,56.29,32.55,62.2,7.09,66.88,Chilli
88.36,30.58,44.74,18.58,82.1,6.05,203.21,Cardamom
15.41,11.84,37.14,31.53,31.97,6.53,50.77,Pomegranate
16.0,58.26,15.84,27.38,81.19,6.83,61.88,Blackgram
85.56,30.69,28.93,19.2,69.68,5.99,190.87,Coffee
107.32,55.89,48.32,32.29,59.18,6.02,82.84,Chilli
125.23,73.59,51.03,33.83,67.97,6.02,82.82,Chilli
66.61,43.01,53.16,28.06,89.5,5.44,210.93,Rice
62.26,34.69,32.9,31.46,48.14,7.44,92.19,Sorghum
69.57,50.29,35.63,28.39,88.01,6.35,238.8,Rice
41.46,61.59,191.91,26.25,89.38,5.75,124.28,Turmeric
130.59,57.22,19.86,31.55,62.56,7.31,109.39,Cotton
38.24,63.32,24.22,32.67,76.23,6.9,110.11,Blackgram
30.09,42.98,28.67,32.87,62.31,6.48,114.7,Groundnut
82.1,16.14,29.47,31.39,88.13,5.99,182.68,Sugarcane
29.43,63.23,23.59,28.16,71.94,6.49,108.07,Blackgram
29.35,28.53,36.63,34.46,54.11,7.41,121.18,Mango
35.82,58.59,19.97,28.01,65.54,6.83,99.78,Blackgram
100.93,76.66,47.1,27.95,82.82,6.26,163.28,Banana
115.48,49.78,55.17,33.9,54.38,6.46,80.5,Chilli
23.49,27.34,42.6,27.91,61.74,6.26,142.35,Mango
56.82,35.33,32.23,26.36,58.63,7.96,94.96,Sorghum
33.17,25.35,31.12,27.26,49.27,6.77,114.48,Mango
49.17,63.19,200.17,31.02,72.49,5.98,175.08,Turmeric
67.36,51.12,50.34,26.93,79.94,7.1,268.11,Rice
93.34,37.72,33.01,22.74,87.18,6.52,208.14,Rice
34.55,62.31,28.85,28.49,64.52,7.01,59.23,Greengram
25.93,47.11,22.85,28.88,64.27,6.25,58.17,Groundnut
71.76,31.74,20.42,33.08,55.41,6.75,79.18,Sorghum
93.53,54.15,42.68,27.99,79.56,6.64,221.81,Rice
73.12,26.35,27.56,33.8,51.65,6.21,56.48,Sorghum
22.62,59.7,19.22,28.73,69.26,6.09,62.05,Blackgram
25.91,21.57,47.26,26.25,92.17,5.7,167.15,Coconut
22.24,19.7,30.04,33.66,33.88,6.86,66.17,Pomegranate
86.83,37.22,36.63,30.08,44.57,6.48,55.32,Millet
91.49,51.16,47.72,26.9,63.07,6.9,111.21,Maize
100.08,37.95,38.7,27.94,54.83,6.53,68.78,Maize
52.49,58.11,209.61,23.94,85.07,6.2,157.93,Turmeric
21.93,29.05,39.51,27.92,44.03,6.76,47.78,Pomegranate
73.08,32.46,29.02,24.35,83.61,6.15,232.23,Sugarcane
109.93,85.05,57.97,29.83,80.45,6.23,124.85,Banana
58.34,33.99,52.43,17.9,83.19,5.88,232.1,Cardamom
18.71,66.67,19.96,30.93,58.25,6.51,146.87,Pigeonpea
28.61,67.67,25.96,33.99,57.86,5.91,144.76,Pigeonpea
99.65,52.52,33.13,28.53,84.03,6.77,191.02,Rice
76.89,34.25,41.11,25.16,61.01,6.54,86.0,Maize
90.62,34.24,37.14,28.94,81.53,6.71,264.93,Rice
73.51,39.07,47.24,31.6,50.66,5.65,124.29,Tapioca
108.48,60.06,40.25,30.07,69.39,6.05,77.19,Chilli
14.05,57.11,18.75,31.08,75.23,6.27,90.94,Pigeonpea
115.19,30.25,47.14,26.27,86.54,6.88,150.33,Sugarcane
105.04,41.77,18.78,24.32,64.54,6.94,98.34,Cotton
109.39,47.5,23.56,32.17,69.3,8.09,83.27,Cotton
104.55,24.26,33.39,23.94,62.35,5.6,138.99,Coffee
19.76,13.93,46.18,30.98,41.9,7.04,57.26,Pomegranate
29.12,23.62,37.84,30.31,41.0,7.41,48.86,Pomegranate
79.06,38.84,52.08,23.86,78.8,6.52,259.22,Rice
38.7,44.26,24.0,25.76,73.5,6.6,73.64,Groundnut
100.03,53.31,53.99,27.34,64.61,6.62,97.66,Chilli
122.11,64.16,44.2,28.54,72.88,6.83,65.63,Chilli
69.55,40.98,41.1,30.79,59.27,7.47,112.31,Maize
30.8,22.57,35.89,30.74,92.22,6.62,107.42,Coconut
15.05,66.83,28.12,28.14,63.81,6.54,96.0,Blackgram
64.77,43.31,42.75,34.34,49.09,5.73,60.59,Tapioca
59.14,62.85,203.53,32.55,82.84,6.38,139.71,Turmeric
91.95,83.48,43.97,23.11,88.91,5.67,171.86,Banana
63.86,53.31,52.12,25.22,89.02,5.85,265.06,Rice
30.17,21.27,32.51,31.14,30.51,6.92,64.56,Pomegranate
24.94,60.61,22.8,31.92,66.62,6.56,167.08,Pigeonpea
76.95,28.68,50.97,24.72,88.63,5.46,259.88,Cardamom
19.82,46.02,21.14,30.16,60.93,6.88,118.13,Groundnut
26.72,75.62,21.52,30.97,68.74,6.59,110.16,Blackgram
33.94,68.96,28.52,26.84,60.15,5.98,71.02,Blackgram
69.88,38.14,30.81,26.66,85.65,7.1,186.92,Sugarcane
50.88,55.75,34.03,36.96,65.66,6.03,76.56,Sesame
110.85,32.33,35.6,30.15,89.08,6.45,161.35,Sugarcane
24.02,16.96,41.95,30.05,30.79,7.43,64.93,Pomegranate
56.47,57.37,201.73,27.86,84.0,6.08,201.69,Turmeric
91.27,41.19,44.95,30.14,71.3,6.23,57.47,Maize
19.69,19.23,51.48,33.16,42.77,6.76,69.29,Pomegranate
97.6,91.44,55.09,30.92,83.61,6.57,171.17,Banana
37.26,64.53,82.16,24.28,27.5,7.69,71.72,Chickpea
81.96,22.79,44.57,33.15,79.89,7.53,150.94,Sugarcane
50.54,44.46,27.08,27.89,53.15,7.16,70.68,Sesame
100.1,64.27,39.86,29.24,63.98,6.2,83.75,Chilli
76.68,47.45,45.71,28.08,68.3,6.7,128.92,Tapioca
104.22,23.18,36.07,23.09,61.16,6.1,209.44,Coffee
16.89,61.04,23.3,31.95,70.62,5.79,143.42,Pigeonpea
87.56,39.52,41.24,23.91,53.75,7.48,83.27,Maize
38.19,38.49,29.63,32.05,56.87,6.7,66.4,Sesame
100.7,55.6,31.99,34.56,60.24,6.49,66.64,Maize
22.39,69.63,25.88,26.77,59.43,7.27,50.65,Blackgram
33.52,68.37,80.73,22.27,19.7,6.52,90.95,Chickpea
81.62,43.0,37.91,24.08,55.36,7.22,93.4,Maize
15.22,10.46,29.67,37.08,51.82,6.73,94.62,Mango
115.49,79.22,57.01,26.81,77.23,5.6,120.65,Banana
36.71,47.02,26.1,33.32,61.49,5.69,102.46,Groundnut
132.18,46.14,21.93,33.04,66.66,6.54,57.62,Cotton
68.29,46.43,40.96,35.22,59.88,6.48,123.09,Tapioca
96.88,52.87,40.02,26.36,74.01,7.57,105.14,Maize
98.81,29.26,45.55,25.05,77.52,7.1,218.4,Sugarcane
92.45,78.93,53.9,26.25,85.63,6.63,137.13,Banana
46.0,69.26,48.31,32.85,81.65,6.4,168.12,Papaya
58.77,58.9,72.29,23.48,34.99,7.67,75.3,Chickpea
91.15,40.82,57.24,27.47,79.19,6.79,250.03,Rice
102.62,66.82,53.64,25.85,86.35,6.53,120.65,Banana
14.76,53.36,19.38,27.23,65.34,6.52,121.36,Pigeonpea
43.18,70.06,195.43,26.63,86.62,7.11,159.45,Turmeric
77.59,43.19,48.62,29.81,57.92,6.08,72.87,Tapioca
43.26,70.19,57.76,34.44,86.7,6.81,192.03,Papaya
103.86,21.7,24.72,35.08,84.59,6.25,183.51,Sugarcane
92.65,38.39,43.87,28.84,71.82,6.31,72.39,Maize
129.97,40.56,18.09,24.49,77.49,7.54,95.63,Cotton
66.73,24.25,44.94,17.89,71.51,5.89,198.44,Cardamom
18.19,65.97,27.99,35.43,56.68,7.02,93.36,Groundnut
101.35,88.27,48.7,28.45,82.85,5.46,165.26,Banana
15.1,18.14,44.46,27.34,91.03,7.2,147.95,Coconut
12.07,26.83,40.59,30.45,58.24,5.9,124.17,Mango
35.33,46.51,31.01,32.04,69.76,7.33,69.26,Sesame
122.83,69.36,41.34,28.83,61.53,6.26,81.77,Chilli
79.0,30.63,48.0,18.15,76.16,6.08,210.38,Cardamom
50.29,59.98,50.48,30.99,82.38,6.11,203.49,Papaya
22.65,55.46,20.46,31.86,70.89,6.69,143.38,Pigeonpea
30.84,73.31,21.21,28.74,66.05,6.78,99.58,Blackgram
32.14,63.19,13.47,34.18,81.53,6.31,62.99,Blackgram
111.3,65.04,47.1,35.07,66.26,6.24,86.54,Chilli
82.62,27.97,55.47,19.03,82.35,6.26,280.87,Cardamom
74.23,27.67,32.4,33.1,74.79,7.12,201.1,Sugarcane
40.65,56.79,13.55,27.79,70.83,6.45,115.08,Groundnut
63.29,37.23,32.08,31.87,50.82,7.14,39.84,Millet
75.41,30.35,54.33,17.69,89.52,5.43,204.06,Cardamom
68.84,31.22,21.35,28.07,45.85,7.25,61.34,Sorghum
50.21,66.16,49.53,32.62,81.38,6.06,185.15,Papaya
20.4,51.46,26.28,29.79,67.79,6.99,89.75,Groundnut
15.53,18.45,42.15,33.99,38.81,6.91,80.21,Pomegranate
20.58,65.25,21.62,33.94,69.7,6.75,176.88,Pigeonpea
29.57,13.98,36.43,28.46,75.75,7.13,115.88,Coconut
83.77,19.98,29.72,23.31,63.92,6.35,176.53,Coffee
86.56,34.87,51.39,15.97,75.07,6.01,227.46,Cardamom
63.2,20.82,46.03,20.27,86.36,6.08,251.95,Cardamom
53.4,54.54,190.28,22.5,84.09,6.64,186.51,Turmeric
8.58,59.15,15.49,31.87,60.08,7.01,124.36,Pigeonpea
29.06,69.85,23.87,28.82,62.14,6.59,105.46,Pigeonpea
26.95,54.75,28.6,25.4,68.83,7.09,61.55,Greengram
69.31,76.27,48.22,25.42,91.34,6.22,165.93,Papaya
33.33,71.35,19.34,29.37,59.96,6.72,101.01,Blackgram
82.28,37.78,32.45,26.88,87.08,6.25,199.31,Sugarcane
43.97,58.1,74.38,24.47,34.71,6.72,52.97,Chickpea
31.43,55.81,23.69,29.67,58.81,6.59,133.54,Pigeonpea
76.19,28.09,54.11,18.75,77.66,5.16,247.4,Cardamom
77.25,30.4,48.29,29.44,57.62,6.2,101.6,Tapioca
46.84,55.28,75.38,23.84,16.03,6.7,87.01,Chickpea
68.65,37.76,50.49,30.89,68.16,6.99,77.41,Maize
75.19,54.11,34.13,25.4,65.88,6.07,116.17,Maize
62.86,62.05,49.48,32.53,91.18,6.38,188.47,Papaya
113.58,56.75,51.9,33.33,54.88,6.48,72.01,Chilli
77.91,30.32,48.15,24.94,85.19,5.83,185.38,Cardamom
87.62,26.36,35.25,21.7,61.93,5.5,192.3,Coffee
108.57,48.99,20.52,29.65,77.9,6.98,88.46,Cotton
55.53,37.75,35.3,27.01,60.35,6.98,40.55,Millet
14.12,15.15,37.1,26.18,31.41,7.06,66.93,Pomegranate
16.59,70.26,20.85,31.75,67.44,6.65,94.81,Blackgram
58.81,64.65,204.52,31.7,90.31,6.4,168.98,Turmeric
18.54,17.22,37.07,26.25,53.9,7.02,136.76,Mango
85.28,39.07,33.03,34.79,61.12,7.44,50.46,Millet
67.29,28.21,45.87,20.11,89.38,6.15,253.35,Cardamom
17.87,66.62,18.45,32.6,69.15,5.96,155.75,Pigeonpea
52.97,62.82,57.41,32.54,86.11,6.07,178.97,Papaya
26.8,68.92,23.77,34.29,73.68,7.42,61.42,Greengram
61.85,36.79,50.25,17.01,84.48,6.45,233.65,Cardamom
85.77,36.17,41.04,29.06,65.3,6.29,111.95,Maize
45.41,72.19,57.49,25.63,88.86,6.83,158.08,Papaya
21.69,64.41,20.84,29.4,75.27,7.17,99.49,Blackgram
15.64,57.94,30.55,24.9,71.71,6.39,119.62,Pigeonpea
32.6,61.77,16.04,26.61,55.68,6.17,96.25,Groundnut
37.23,51.09,32.36,33.46,55.54,5.9,80.89,Sesame
117.88,51.23,43.81,27.47,57.74,6.57,98.09,Chilli
58.78,25.88,25.66,36.86,43.31,6.91,105.42,Sorghum
119.17,60.04,16.85,33.48,65.69,7.31,67.95,Cotton
72.72,22.77,32.03,28.62,39.71,6.01,54.0,Sorghum
104.35,88.46,53.31,25.69,76.3,6.98,145.59,Banana
99.88,28.62,36.19,19.67,61.57,6.1,203.47,Coffee
68.85,27.77,20.67,26.77,42.36,6.75,60.09,Sorghum
38.78,66.65,50.89,32.12,86.13,7.09,159.69,Papaya
79.16,36.27,53.56,32.7,66.42,6.54,99.93,Tapioca
40.81,68.99,68.03,23.63,17.04,5.78,74.78,Chickpea
24.42,25.48,30.57,28.45,39.03,7.28,40.13,Pomegranate
80.92,40.42,39.78,30.11,86.88,6.94,186.83,Rice
44.79,74.31,50.99,32.67,86.18,6.23,159.03,Papaya
98.06,78.45,56.3,33.13,85.41,6.71,104.09,Banana
47.15,62.54,201.61,25.48,77.06,6.8,214.26,Turmeric
23.59,65.5,24.12,37.32,69.77,7.49,81.48,Greengram
37.11,41.54,38.48,26.54,65.34,6.61,63.95,Sesame
17.62,34.85,20.07,33.45,75.41,6.63,66.47,Groundnut
43.16,49.34,29.77,34.37,50.16,5.63,76.32,Sesame
116.44,81.82,48.78,27.86,80.63,6.47,115.57,Banana
58.32,35.68,22.96,26.37,45.14,6.8,64.07,Sorghum
88.34,23.22,42.89,22.43,81.78,5.49,200.12,Cardamom
20.43,14.97,38.45,31.88,48.74,7.46,55.24,Pomegranate
108.79,28.85,28.54,22.53,73.53,5.61,152.15,Coffee
24.84,54.33,16.47,29.46,60.97,6.63,96.28,Pigeonpea
17.5,73.94,24.58,30.14,62.67,7.35,75.24,Blackgram
46.59,63.6,206.61,27.21,89.29,6.45,197.63,Turmeric
11.14,52.79,28.46,28.5,71.91,6.02,186.81,Pigeonpea
26.89,68.91,82.42,25.03,24.89,6.75,85.89,Chickpea
45.54,38.05,23.86,35.87,39.87,7.54,85.89,Sorghum
74.15,31.52,36.99,28.94,60.32,7.14,78.29,Millet
107.71,43.58,28.43,36.57,77.86,7.39,84.44,Cotton
33.42,9.88,43.66,28.82,78.48,6.62,105.11,Coconut
20.53,14.63,29.39,35.14,34.59,7.29,86.37,Pomegranate
13.14,14.44,43.49,26.64,79.47,6.54,128.64,Coconut
107.32,71.87,51.63,25.7,67.35,6.76,84.65,Chilli
28.06,42.94,15.96,33.75,64.87,6.06,89.57,Groundnut
11.46,67.35,26.51,33.58,55.97,6.49,44.32,Greengram
23.64,22.73,28.55,27.32,76.58,6.97,170.94,Coconut
14.51,19.69,47.6,33.05,79.74,5.79,105.57,Coconut
30.18,66.92,15.99,33.05,62.96,6.27,58.84,Blackgram
119.86,46.27,28.87,31.77,67.43,7.52,121.48,Cotton
94.21,26.99,41.9,28.79,59.66,6.18,178.87,Coffee
30.96,23.69,25.49,34.75,80.97,6.89,117.82,Coconut
46.68,51.6,207.37,28.97,89.99,6.02,183.31,Turmeric
90.9,30.59,41.92,25.03,86.28,6.91,213.63,Sugarcane
31.98,29.5,33.62,31.9,49.23,6.81,127.35,Mango
103.99,51.97,47.28,32.16,71.2,6.39,90.1,Chilli
84.74,20.83,33.92,27.67,86.48,6.88,168.79,Sugarcane
77.51,45.15,33.83,29.78,58.95,6.73,79.07,Millet
80.71,39.73,45.42,25.46,52.67,5.66,106.53,Tapioca
96.04,50.56,35.55,30.81,81.26,5.83,227.0,Rice
68.45,52.43,50.15,26.22,66.45,6.83,93.06,Maize
69.67,29.39,45.13,20.42,74.37,6.16,188.63,Cardamom
88.83,34.53,50.97,25.45,78.72,5.08,191.58,Cardamom
115.54,57.92,28.21,28.7,60.05,6.33,53.05,Cotton
100.98,23.46,22.96,30.91,80.7,6.29,183.97,Sugarcane
35.12,67.43,73.53,18.77,27.86,6.24,81.26,Chickpea
85.63,18.54,33.48,21.62,64.9,6.49,168.94,Coffee
36.86,57.46,21.82,26.18,59.43,6.36,117.73,Groundnut
30.03,49.81,26.07,28.48,71.92,6.14,78.06,Greengram
17.44,58.68,27.38,34.75,69.3,7.07,92.46,Blackgram
104.81,37.24,36.8,31.38,76.47,6.9,192.33,Sugarcane
92.41,84.72,52.2,26.29,84.68,7.11,164.77,Banana
33.18,54.21,19.24,24.07,75.17,5.87,118.35,Pigeonpea
92.21,94.45,52.56,25.36,80.16,6.84,86.44,Banana
77.35,25.85,27.13,24.97,74.83,7.16,191.8,Sugarcane
85.98,48.41,45.23,32.99,60.42,5.49,115.75,Tapioca
85.62,32.29,49.61,31.17,59.27,6.09,134.51,Tapioca
105.97,21.41,32.21,27.49,59.38,6.28,180.5,Coffee
21.77,13.96,37.19,27.53,48.66,7.44,58.51,Pomegranate
57.66,52.6,201.74,32.0,76.95,6.9,190.45,Turmeric
131.91,63.77,54.45,32.44,69.82,6.62,73.37,Chilli
31.61,23.29,38.2,31.41,81.57,6.39,136.6,Coconut
96.18,25.76,29.51,26.42,58.77,5.66,182.45,Coffee
50.23,58.18,77.97,20.2,19.0,6.56,78.14,Chickpea
25.82,59.18,24.28,25.68,66.25,7.56,80.07,Greengram
